"id","source_provision_id","head_predicate","head_arity","body","full_text"
"R0490","A157","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & ai_system(X) & used_in(X, U) & annex_iii_use_case(U) & provider_claims_not_high_risk(A, X)","obligation(A, X, 'AIAct_A6.4_register_under_article_49_if_claiming_not_high_risk') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & ai_system(X) & used_in(X, U) & annex_iii_use_case(U) & provider_claims_not_high_risk(A, X)"
"R0491","A157","obligation","3","provision_trigger('AIAct_A6.4', A, X)","obligation(A, X, 'AIAct_A6.4') <= provision_trigger('AIAct_A6.4', A, X)"
"R0492","A158","obligation","3","provision_trigger('AIAct_A6.5', A, X)","obligation(A, X, 'AIAct_A6.5') <= provision_trigger('AIAct_A6.5', A, X)"
"R0493","A159","ai_act_material","1","provision_trigger('AIAct_A6.6', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A6.6', A, S)"
"R0494","A159","permission","3","provision_trigger('AIAct_A6.6', A, X)","permission(A, X, 'AIAct_A6.6') <= provision_trigger('AIAct_A6.6', A, X)"
"R0495","A160","obligation","3","provision_trigger('AIAct_A6.7', A, X)","obligation(A, X, 'AIAct_A6.7') <= provision_trigger('AIAct_A6.7', A, X)"
"R0496","A161","obligation","3","provision_trigger('AIAct_A6.8', A, X)","obligation(A, X, 'AIAct_A6.8') <= provision_trigger('AIAct_A6.8', A, X)"
"R0497","A165","permission","3","provision_trigger('AIAct_A7.1', A, X)","permission(A, X, 'AIAct_A7.1') <= provision_trigger('AIAct_A7.1', A, X)"
"R0498","A169","permission","3","provision_trigger('AIAct_A7.2.d', A, X)","permission(A, X, 'AIAct_A7.2.d') <= provision_trigger('AIAct_A7.2.d', A, X)"
"R0499","A173","obligation","3","provision_trigger('AIAct_A7.2.h.i', A, X)","obligation(A, X, 'AIAct_A7.2.h.i') <= provision_trigger('AIAct_A7.2.h.i', A, X)"
"R0500","A179","obligation","3","provision_trigger('AIAct_A7.2', A, X)","obligation(A, X, 'AIAct_A7.2') <= provision_trigger('AIAct_A7.2', A, X)"
"R0501","A182","permission","3","provision_trigger('AIAct_A7.3', A, X)","permission(A, X, 'AIAct_A7.3') <= provision_trigger('AIAct_A7.3', A, X)"
"R0502","A184","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & intended_to_interact_directly_with_natural_persons(X) & ~interaction_obviously_ai(X)","obligation(A, X, 'AIAct_A50.1_inform_natural_person_ai_interaction') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & intended_to_interact_directly_with_natural_persons(X) & ~interaction_obviously_ai(X)"
"R0503","A184","obligation","3","provision_trigger('AIAct_A50.1', A, X)","obligation(A, X, 'AIAct_A50.1') <= provision_trigger('AIAct_A50.1', A, X)"
"R0504","A185","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & generates_synthetic_content(X)","obligation(A, X, 'AIAct_A50.2_mark_synthetic_outputs_machine_readable') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & generates_synthetic_content(X)"
"R0505","A185","obligation","3","provision_trigger('AIAct_A50.2', A, X)","obligation(A, X, 'AIAct_A50.2') <= provision_trigger('AIAct_A50.2', A, X)"
"R0506","A185","permission","3","provision_trigger('AIAct_A50.2', A, X)","permission(A, X, 'AIAct_A50.2') <= provision_trigger('AIAct_A50.2', A, X)"
"R0507","A186","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & emotion_recognition_system(X)","obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_emotion_recognition') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & emotion_recognition_system(X)"
"R0508","A186","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & biometric_categorisation_system(X)","obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_biometric_categorisation') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & biometric_categorisation_system(X)"
"R0509","A186","obligation","3","provision_trigger('AIAct_A50.3', A, X)","obligation(A, X, 'AIAct_A50.3') <= provision_trigger('AIAct_A50.3', A, X)"
"R0510","A187","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & deep_fake_generation_or_manipulation(X) & ~deep_fake_disclosure_exempt(X)","obligation(A, X, 'AIAct_A50.4_disclose_deep_fake_content') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & deep_fake_generation_or_manipulation(X) & ~deep_fake_disclosure_exempt(X)"
"R0511","A187","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & generated_text_public_interest(X) & ~human_review_or_editorial_control(X)","obligation(A, X, 'AIAct_A50.4_disclose_ai_generated_public_interest_text') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & generated_text_public_interest(X) & ~human_review_or_editorial_control(X)"
"R0512","A187","obligation","3","provision_trigger('AIAct_A50.4', A, X)","obligation(A, X, 'AIAct_A50.4') <= provision_trigger('AIAct_A50.4', A, X)"
"R0513","A188","obligation","3","obligation(A, X, 'AIAct_A50.1_inform_natural_person_ai_interaction')","obligation(A, X, 'AIAct_A50.5_clear_distinguishable_accessible_information') <= obligation(A, X, 'AIAct_A50.1_inform_natural_person_ai_interaction')"
"R0514","A188","obligation","3","obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_emotion_recognition')","obligation(A, X, 'AIAct_A50.5_clear_distinguishable_accessible_information') <= obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_emotion_recognition')"
"R0515","A188","obligation","3","obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_biometric_categorisation')","obligation(A, X, 'AIAct_A50.5_clear_distinguishable_accessible_information') <= obligation(A, X, 'AIAct_A50.3_inform_exposed_persons_biometric_categorisation')"
"R0516","A188","obligation","3","obligation(A, X, 'AIAct_A50.4_disclose_deep_fake_content')","obligation(A, X, 'AIAct_A50.5_clear_distinguishable_accessible_information') <= obligation(A, X, 'AIAct_A50.4_disclose_deep_fake_content')"
"R0517","A188","obligation","3","obligation(A, X, 'AIAct_A50.4_disclose_ai_generated_public_interest_text')","obligation(A, X, 'AIAct_A50.5_clear_distinguishable_accessible_information') <= obligation(A, X, 'AIAct_A50.4_disclose_ai_generated_public_interest_text')"
"R0518","A188","obligation","3","provision_trigger('AIAct_A50.5', A, X)","obligation(A, X, 'AIAct_A50.5') <= provision_trigger('AIAct_A50.5', A, X)"
"R0519","A189","obligation","3","provision_trigger('AIAct_A50.6', A, X)","obligation(A, X, 'AIAct_A50.6') <= provision_trigger('AIAct_A50.6', A, X)"
"R0520","A190","ai_act_material","1","provision_trigger('AIAct_A50.7', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A50.7', A, S)"
"R0521","A190","obligation","3","provision_trigger('AIAct_A50.7', A, X)","obligation(A, X, 'AIAct_A50.7') <= provision_trigger('AIAct_A50.7', A, X)"
"R0522","A190","permission","3","provision_trigger('AIAct_A50.7', A, X)","permission(A, X, 'AIAct_A50.7') <= provision_trigger('AIAct_A50.7', A, X)"
"R0523","A192","gpai_systemic_risk","1","gpai_model(X) & has_feature(X, 'compute_above_10e25')","gpai_systemic_risk(X) <= gpai_model(X) & has_feature(X, 'compute_above_10e25')"
"R0524","A193","gpai_systemic_risk","1","gpai_model(X) & has_feature(X, 'commission_designated')","gpai_systemic_risk(X) <= gpai_model(X) & has_feature(X, 'commission_designated')"
"R0525","A194","gpai_systemic_risk","1","gpai_model(X) & gpai_high_impact_capability(X)","gpai_systemic_risk(X) <= gpai_model(X) & gpai_high_impact_capability(X)"
"R0526","A194","gpai_systemic_risk","1","gpai_model(X) & has_feature(X, 'commission_designated')","gpai_systemic_risk(X) <= gpai_model(X) & has_feature(X, 'commission_designated')"
"R0527","A194","ai_act_material","1","provision_trigger('AIAct_A51.1', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A51.1', A, S)"
"R0528","A194","obligation","3","provision_trigger('AIAct_A51.1', A, X)","obligation(A, X, 'AIAct_A51.1') <= provision_trigger('AIAct_A51.1', A, X)"
"R0529","A195","gpai_high_impact_capability","1","gpai_model(X) & has_feature(X, 'compute_above_10e25')","gpai_high_impact_capability(X) <= gpai_model(X) & has_feature(X, 'compute_above_10e25')"
"R0530","A195","obligation","3","provision_trigger('AIAct_A51.2', A, X)","obligation(A, X, 'AIAct_A51.2') <= provision_trigger('AIAct_A51.2', A, X)"
"R0531","A196","obligation","3","provision_trigger('AIAct_A51.3', A, X)","obligation(A, X, 'AIAct_A51.3') <= provision_trigger('AIAct_A51.3', A, X)"
"R0532","A198","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & gpai_model(X) & gpai_high_impact_capability(X)","obligation(A, X, 'AIAct_A52.1_notify_commission_within_two_weeks') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & gpai_model(X) & gpai_high_impact_capability(X)"
"R0533","A198","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & gpai_model(X) & gpai_high_impact_capability(X)","obligation(A, X, 'AIAct_A52.1_include_information_demonstrating_requirement_met') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & gpai_model(X) & gpai_high_impact_capability(X)"
"R0534","A198","obligation","3","provision_trigger('AIAct_A52.1', A, X)","obligation(A, X, 'AIAct_A52.1') <= provision_trigger('AIAct_A52.1', A, X)"
"R0535","A198","permission","3","provision_trigger('AIAct_A52.1', A, X)","permission(A, X, 'AIAct_A52.1') <= provision_trigger('AIAct_A52.1', A, X)"
"R0536","A199","permission","3","provision_trigger('AIAct_A52.2', A, X)","permission(A, X, 'AIAct_A52.2') <= provision_trigger('AIAct_A52.2', A, X)"
"R0537","A200","obligation","3","provision_trigger('AIAct_A52.3', A, X)","obligation(A, X, 'AIAct_A52.3') <= provision_trigger('AIAct_A52.3', A, X)"
"R0538","A201","permission","3","provision_trigger('AIAct_A52.4', A, X)","permission(A, X, 'AIAct_A52.4') <= provision_trigger('AIAct_A52.4', A, X)"
"R0539","A202","obligation","3","provision_trigger('AIAct_A52.5', A, X)","obligation(A, X, 'AIAct_A52.5') <= provision_trigger('AIAct_A52.5', A, X)"
"R0540","A202","permission","3","provision_trigger('AIAct_A52.5', A, X)","permission(A, X, 'AIAct_A52.5') <= provision_trigger('AIAct_A52.5', A, X)"
"R0541","A203","obligation","3","provision_trigger('AIAct_A52.6', A, X)","obligation(A, X, 'AIAct_A52.6') <= provision_trigger('AIAct_A52.6', A, X)"
"R0542","A206","obligation","3","provision_trigger('AIAct_A111.2', A, X)","obligation(A, X, 'AIAct_A111.2') <= provision_trigger('AIAct_A111.2', A, X)"
